"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"tnn","North Tanna","Austronesian",,1.39852428436279,8.56159114837647,0,,,5000,114.4208808,0
"tob","Toba","Guaykuruan","SE-South-America",1.16417384147644,8.46743011474609,0,0.75,8,21410,61336.69275,0
"toc","Coyutla Totonac","Totonacan",,1.46023952960968,9.61154747009277,0,,,48100,299.9570096,0
"toh","Gitonga","Niger-Congo",,1.4793381690979,8.55324840545654,0,,,375000,5868.926995,0
"toi","Tonga","Niger-Congo","S-Africa",,,,1,7,1127000,90780.4027,1
"toj","Tojolabal","Mayan","Mesoamerica",1.44388544559479,8.19766139984131,0,0.5625,4,36000,310.1554471,0
"ton","Tongan","Austronesian","Oceania",,,,0.181818187236786,11,102290,618.9948149,1
"too","Xicotepec de Juárez Totonac","Totonacan","Mesoamerica",1.31248331069946,9.03064250946045,0,0.40625,8,3000,110.3844595,0
"top","Papantla Totonac","Totonacan","Mesoamerica",1.50596654415131,9.75745582580566,0,,,80000,2400.962797,0
"tos","Highland Totonac","Totonacan","Mesoamerica",1.39951825141907,9.85071849822998,0,,,120000,499.7804034,0
"tow","Jemez","Kiowa-Tanoan","Basin-and-Plains",,,0,0,1,1300,128.0143176,0
"tpa","Taupota","Austronesian",,1.43325793743134,8.11445903778076,0,,,1280,125.6775222,0
"tpj","Tapieté","Tupian","SE-South-America",,,0,1,6,2440,6504.156883,0
"tpm","Tampulma","Niger-Congo","African-Savannah",1.48675549030304,7.92430400848389,0,,,16000,420.286222,0
"tpp","Pisaflores Tepehua","Totonacan",,1.50426638126373,9.30930233001709,0,,,4000,62.07267919,0
"tpt","Tlachichilco Tepehua","Totonacan",,1.3738020658493,8.70974349975586,0,0.600000023841858,10,3000,61.25131971,0
"tpy","Trumaí","Language-isolate","NE-South-America",,,0,0.538149356842041,22,100,2011.364463,0
"tpz","Tinputz","Austronesian",,1.31555616855621,7.57347583770752,0,,,3900,306.2745768,0
"trc","Copala Triqui","Otomanguean","Mesoamerica",1.00574779510498,7.42629623413086,0,0.324074059724808,9,25000,310.4087404,0
"trg","Lishan Didan","Afro-Asiatic","Greater-Mesopotamia",,,0,1,1,4230,,0
"tri","Trió","Cariban","NE-South-America",,,0,0.833333313465118,8,2300,1114.62762,0
"trn","Trinitario","Maipurean",,1.41157257556915,8.93092250823975,0,,,5500,6047.348923,0
"tro","Tarao Naga","Sino-Tibetan","Southeast-Asia",,,0,0.833333313465118,6,870,162.6866844,0
"trp","Kok Borok","Sino-Tibetan","Indic",,,0,0.8125,8,696000,4359.782474,0
"trq","San Martín Itunyoso Triqui","Otomanguean",,1.13151776790619,7.33511304855347,0,,,2000,47.72315537,0
"trv","Taroko","Austronesian","Southeast-Asia",,,0,0.25,2,20000,2292.671954,0
"trw","Torwali","Indo-European","Indic",,,0,1,3,60000,506.1706638,0
"tsg","Tausug","Austronesian","Oceania",,,,0.333333343267441,3,1050000,5462.18159,1
"tsi","Tsimshian","Tsimshian","Alaska-Oregon",,,0.219298243522644,0.563235282897949,17,930,3089.815428,0
"tsj","Tshangla","Sino-Tibetan","Indic",,,0,0.714285731315613,7,175200,7347.830304,0
"tsn","Tswana","Niger-Congo","S-Africa",1.54336833953857,7.87923145294189,0.574472486972809,1,2,4521700,671331.2406,1
"tso","Tsonga","Niger-Congo","S-Africa",1.49695348739624,8.24235725402832,0.402891337871552,0,2,3650000,105055.0169,1
"tsu","Tsou","Austronesian","Southeast-Asia",,,0,0.833333313465118,2,2130,976.2033377,0
"tsv","Tsogo","Niger-Congo","S-Africa",,,0,0.5,2,12000,7916.2085,0
"tsz","Purepecha","Tarascan","Mesoamerica",1.49288094043732,10.0528688430786,0,0.727272748947144,11,40000,2963.918016,0
"ttc","Tektiteko","Mayan","Mesoamerica",1.3635847568512,8.52426528930664,0,,,5900,152.7929166,0
"tte","Bwanabwana","Austronesian",,1.42920076847076,9.10524654388428,0,,,2400,36.43911422,0
"tti","Tobati","Austronesian","N-Coast-New-Guinea",,,0,0.333333343267441,3,350,132.9488575,0
"ttr","Tera","Afro-Asiatic","African-Savannah",,,0,0.5,9,101000,896.3362297,0
"tty","Sikaritai","Lakes-Plain","Interior-New-Guinea",,,0,1,1,800,911.4199119,0
"tub","Tubatulabal","Uto-Aztecan","California",,,0,1,1,6,,0
"tuc","Mutu","Austronesian",,1.37632381916046,8.3626127243042,0,,,3500,44.63228741,0
"tue","Tuyuca","Tucanoan","NE-South-America",1.51061034202576,10.4215250015259,0,1,3,810,945.4943092,0
"tuf","Central Tunebo","Chibchan","NE-South-America",1.40505647659302,9.41969108581543,0,,,2500,3964.336878,0
"tui","Tupuri","Niger-Congo","African-Savannah",1.50954639911652,7.89802980422974,0,,,229000,3401.327523,0
"tuk","Turkmen","Altaic","Inner-Asia",,,,1,2,5930000,155580.1164,1
"tum","Tumbuka","Niger-Congo",,1.48373508453369,9.72490882873535,0,,,1480000,35976.27738,0
"tuo","Tucano","Tucanoan","NE-South-America",1.37217044830322,9.71122932434082,0,0.645833313465118,12,4630,1603.270861,0
"tur","Turkish","Altaic","Greater-Mesopotamia",1.79901885986328,11.2626924514771,0.005321600008756,0.775484979152679,27,47644500,617473.0819,1
"tus","Tuscarora","Iroquoian","E-North-America",,,0,0.777777791023255,9,11,354.6180931,0
"tuv","Turkana","Nilo-Saharan","S-Africa",,,0,0.75,13,476200,60412.15075,0
"tvk","Southeast Ambrym","Austronesian","Oceania",,,0,0.333333343267441,2,3700,247.9097128,0
"tvl","Tuvaluan","Austronesian","Oceania",,,,0.256249994039536,12,12580,27.89201659,1
"tvo","Tidore","West-Papuan","Oceania",,,0.434782594442368,0.36944442987442,12,26000,743.9231982,0
"tvt","Tutsa Naga","Sino-Tibetan","Southeast-Asia",,,0,0.25,4,25000,,0
"twf","Northern Tiwa","Kiowa-Tanoan","Basin-and-Plains",,,0,1,7,930,348.0706548,0
"twu","Termanu","Austronesian",,1.36938560009003,8.45461273193359,0,,,30000,347.9941636,0
"txu","Kayapó","Jean","NE-South-America",1.38421404361725,8.29728126525879,0,1,3,7100,32215.04106,0
"tya","Tauya","Trans-New-Guinea","Interior-New-Guinea",,,0,0.583333313465118,14,350,83.06482855,0
"tyn","Kombai","Trans-New-Guinea","S-New-Guinea",,,0,0.481060594320297,11,4000,2245.783584,0
"tyv","Tuvin","Altaic","Inner-Asia",,,0,0.616666674613953,15,264400,61423.13116,0
"tzh","Oxchuc Tzeltal","Mayan","Mesoamerica",1.38403165340424,8.06982803344727,0,,,90000,1077.49778,0
"tzj","Eastern Tzutujil","Mayan","Mesoamerica",1.37898933887482,8.70991706848145,0,,,50000,233.2571979,0
"tzm","Central Atlas Tamazight","Afro-Asiatic","N-Africa",,,0,0.309161484241486,12,3000000,167842.3861,0
"tzn","Tugun","Austronesian","Oceania",,,0,0.75,4,1200,212.8277558,0
"tzo","Venustiano Carranza Tzotzil","Mayan",,1.31849122047424,8.39711761474609,0,,,4230,218.6409108,0
"ubr","Ubir","Austronesian",,1.48313069343567,8.74802684783936,0,,,2560,100.0986343,0
"ubu","Umbu-Ungu","Trans-New-Guinea","Interior-New-Guinea",1.24839723110199,9.15777492523193,0,,,34200,973.5592593,0
"ude","Udihe","Altaic","N-Coast-Asia",,,0,0.484375,8,230,3806.873202,0
"udi","Udi","North-Caucasian","Greater-Mesopotamia",,,0,0.75,8,4200,55.32740305,0
"udl","Wuzlam","Afro-Asiatic","African-Savannah",,,0,0.444444447755814,9,10500,82.30643362,0
"udm","Udmurt","Uralic","Inner-Asia",,,0,0.75,13,464000,34505.55199,0
"udu","Uduk","Nilo-Saharan",,1.22720873355865,7.46982288360596,0,,,20000,1675.141901,0
"uig","Uyghur","Altaic","Inner-Asia",1.58158338069916,11.0629100799561,,0.795454561710358,11,8701000,506126.1197,1
"ukr","Ukrainian","Indo-European","Inner-Asia",2.01383972167969,9.94969844818115,,0.466666668653488,12,31651360,601515.1639,1
"uli","Ulithian","Austronesian","Oceania",,,0,0.296296298503876,9,3000,13.01832514,0
"ulk","Meriam","Eastern-Trans-Fly","N-Australia",,,0,0.666666686534882,6,320,11.19202083,0
"uma","Umatilla","Sahaptian","Basin-and-Plains",,,0,0.400000005960465,3,50,441.5193973,0
"umu","Munsee","Algic","E-North-America",,,0,0,1,7,81.18586332,0
"ung","Ngarinyin","Australian","N-Australia",,,0,0.443749994039536,20,82,58837.87711,0
"unr","Mundari","Austro-Asiatic",,,,0,0.417011290788651,10,1560280,15367.96998,0
"upv","Uripiv-Wala-Rano-Atchin","Austronesian","Oceania",1.44399201869965,8.39460468292236,0,0.375,4,9000,98.91285583,0
"ura","Urarina","Language-isolate","NE-South-America",1.19848966598511,9.67419242858887,0,0.571428596973419,7,3000,5152.487273,0
"urb","Urubú-Kaapor","Tupian","NE-South-America",,7.30212593078613,0,0.420614033937454,19,800,10087.96576,0
"urd","Urdu","Indo-European","Indic",1.78398394584656,8.90024375915527,0.576628744602203,0.361111104488373,9,59050000,13805.54121,1
"ure","Uru","Chipaya-Uru","Andean",,,0,1,2,2,179.1642301,0
"urk","Urak Lawoi'","Austronesian","Southeast-Asia",1.3147463798523,7.51908349990845,0,0.025000000372529,10,3000,249.0943667,0
"urt","Urat","Torricelli","N-Coast-New-Guinea",,,0,0,6,6280,130.8308735,0
"ury","Orya","Tor-Kwerba","N-Coast-New-Guinea",,,0,0.5,2,1600,3612.827844,0
"usa","Usarufa","Trans-New-Guinea","Interior-New-Guinea",1.5574563741684,11.3331527709961,0,1,7,1300,68.15236769,0
"usp","Uspanteco","Mayan",,1.17173278331757,8.6337833404541,0,,,3000,16.99099752,0
"ute","Ute-Southern Paiute","Uto-Aztecan","Basin-and-Plains",,,0,0.908333361148834,6.66666650772095,1980,8101.145214,0
"uur","Ura","Austronesian","Oceania",,,0,0.5,4,6,140.4318709,0
"uvl","Lote","Austronesian",,1.36240172386169,7.66372394561768,0,,,5500,372.5373453,0
"uwa","Kuku-Uwanh","Australian","N-Australia",,,0,0.375,8,40,277.9207983,0
"uzs","Southern Uzbek","Altaic",,,,,0.784615397453308,13,1450000,69696.31758,1
"vag","Vagla","Niger-Congo","African-Savannah",1.60521614551544,7.99264574050903,0,0.25,1,13500,914.255661,0
"vai","Vai","Niger-Congo","African-Savannah",,,0,0.181818187236786,11,119500,4331.045445,0
"vam","Vanimo","Skou","N-Coast-New-Guinea",,,0,0.233333334326744,5,2670,85.96648074,0
"van","Valman","Torricelli","N-Coast-New-Guinea",,,0,0.300000011920929,10,1740,199.5967273,0
"var","Huarijio","Uto-Aztecan","Mesoamerica",,,0,0.666666686534882,3,2840,2552.580844,0
"vay","Wayu","Sino-Tibetan","Indic",,,0,0.677272737026215,11,1740,104.5218985,0
"ven","Venda","Niger-Congo","S-Africa",1.50732457637787,8.38519096374512,0.566402316093445,1,3,1064000,33300.77949,1
"vie","Vietnamese","Austro-Asiatic","Southeast-Asia",1.71942496299744,8.80608654022217,,0.140784829854965,27,67954200,93678.67109,1
"viv","Iduna","Austronesian","S-New-Guinea",1.35341787338257,9.33161544799805,0,1,3,6000,308.3434793,0
"vma","Martuyhunira","Australian","S-Australia",,,0,0.571842670440674,23,5,1833.97017,0
"vmy","Ayautla Mazatec","Otomanguean",,1.45838117599487,8.80941867828369,0,,,3700,61.81921213,0
"vnm","Vinmavis","Austronesian","Oceania",,,0,0.333333343267441,3,500,81.05780686,0
"vot","Vod","Uralic","Inner-Asia",,,0,0.666666686534882,3,15,47.68457936,0
"vun","Vunjo","Niger-Congo",,1.60650551319122,10.1098766326904,0,,,300000,773.3028663,0
"vut","Vute","Niger-Congo",,1.80257773399353,8.81466007232666,0,,,21000,20528.39319,0
"waa","Walla Walla","Sahaptian","Basin-and-Plains",,,0,0.875,8,100,214.2582088,0
"wac","Wasco-Wishram","Chinookan","Alaska-Oregon",,,0,0.976190447807312,6,69,264.2894621,0
"waj","Waffa","Trans-New-Guinea","Interior-New-Guinea",1.13972449302673,9.67231941223145,0,,,1300,688.3323087,0
"wal","Wolaytta","Afro-Asiatic","Greater-Abyssinia",1.42592036724091,10.6642303466797,0.04989443346858,0.805555582046509,9,1230000,6444.495278,1
"wap","Wapishana","Maipurean","NE-South-America",1.43868315219879,9.60794162750244,0,,,12500,29248.67573,0
"waq","Wageman","Australian","N-Australia",,,0,0.75,4,10,9392.660504,0
"war","Waray-Waray","Austronesian","Oceania",1.46007823944092,8.10507011413574,,1,1,2570000,15729.7724,1
"was","Washo","Language-isolate","Basin-and-Plains",,,0,0.944444417953491,9,10,635.52278,0
"wau","Waurá","Maipurean","NE-South-America",,,0,1,1,330,1022.104111,0
"waw","Waiwai","Cariban","NE-South-America",,,0,0.75,4,3110,5988.455102,0
"wax","Watam","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0,1,2,590,84.57946894,0
"way","Wayana","Cariban","NE-South-America",1.23248243331909,9.46941566467285,0,0,1,750,3722.033269,0
"wba","Warao","Language-isolate","NE-South-America",,,0,0.654931962490082,21,33100,43614.98307,0
"wbj","Alagwa","Afro-Asiatic","S-Africa",,,0,0.400000005960465,1,30000,539.8851666,0
"wbl","Wakhi","Indo-European","Indic",,,0,0.5,8,31670,13452.82611,0
"wbm","Wa","Austro-Asiatic",,1.31522309780121,7.69841146469116,0,,,40000,3658.361233,0
"wbp","Warlpiri","Australian","S-Australia",1.28127610683441,11.1678533554077,0,0.78125,8,2670,221213.0751,0
"wbv","Wajarri","Australian","S-Australia",,,0,0.769999980926514,10,50,22723.41499,0
"wca","Yanomámi","Yanomaman","NE-South-America",1.18968331813812,7.38942384719849,0,,,9000,37252.37909,0
"wdj","Wadjiginy","Australian","N-Australia",,,0,0.5,2.5,12,3866.754413,0
"wed","Wedau","Austronesian","S-New-Guinea",1.45112991333008,8.02562713623047,0,0.800000011920929,5,2200,106.5505193,0
"wer","Weri","Trans-New-Guinea","S-New-Guinea",1.52102661132813,9.42849349975586,0,,,4160,302.0095901,0
"wgy","Warrgamay","Australian","N-Australia",,,0,0.571428596973419,7,3,586.0086175,0
"whg","North Wahgi","Trans-New-Guinea","Interior-New-Guinea",,,0,0.571428596973419,7,47000,1181.746898,0
"whk","Wahau Kenyah","Austronesian",,1.47904217243195,8.16856861114502,0,,,8000,1161.594286,0
"wib","Southern Toussian","Niger-Congo","African-Savannah",,,0,0.5,6,19500,843.2496584,0
"wic","Wichita","Caddoan","Basin-and-Plains",,,0,0.649999976158142,23,1,77.55806165,0
"wig","Wik-Ngathana","Australian","N-Australia",,,0,1,1,130,220.2010882,0
"wim","Wik-Mungkan","Australian","N-Australia",,,0.361445784568787,0.800000011920929,5,840,2304.97224,0
"wiu","Wiru","Trans-New-Guinea","S-New-Guinea",1.40876114368439,10.1257658004761,0,,,15300,1383.743086,0
"wiv","Muduapa","Austronesian",,,,0,0.142857149243355,7,8800,60.8425362,0
"wlg","Kunbarlang","Australian","N-Australia",,,0,1,1,75,1723.491856,0
"wlo","Wolio","Austronesian","Oceania",,,0,0.416666656732559,6,65000,527.8257579,0
"wls","Wallisian","Austronesian","Oceania",,,0,0.25,1,10400,82.88655162,0
"wmb","Wambaya","Australian","N-Australia",,,0,0.608333349227905,17,12,66586.28916,0
"wme","Wambule","Sino-Tibetan","Indic",,,0,0.400000005960465,5,5000,63.83372906,0
"wms","Wambon","Trans-New-Guinea","Interior-New-Guinea",,,0,0.666666686534882,10,3000,1683.743075,0
"wmt","Walmajarri","Australian","N-Australia",,,0,0,2,860,77263.69553,0
"wmw","Mwani","Niger-Congo",,1.6681364774704,10.418755531311,0.16666667163372,,,100000,3194.531052,0
"wnc","Wantoat","Trans-New-Guinea","N-Coast-New-Guinea",1.29728507995605,9.59877014160156,0,,,8200,557.3706696,0
"wnu","Usan","Trans-New-Guinea","N-Coast-New-Guinea",1.43171060085297,8.30510330200195,0,0.520238101482391,14,1400,92.54739041,0
"wob","Wè Northern","Niger-Congo","African-Savannah",1.7063924074173,8.43219470977783,0,,,156000,2054.408216,0
"woe","Woleaian","Austronesian","Oceania",,,0,0.181818187236786,11,1630,2.159045849,0
"wog","Wogamusin","Sepik","N-Coast-New-Guinea",,,0,0.5,2,700,265.4331577,0
"woi","Kamang","Trans-New-Guinea","Oceania",,,0,1,1,16500,454.4903217,0
"wol","Wolof","Niger-Congo","African-Savannah",1.77612388134003,8.95030307769775,0,0.264705896377563,17,3942000,44288.63566,0
"wos","Hanga Hundi","Sepik","N-Coast-New-Guinea",1.28127610683441,8.30063438415527,0,1,2,7200,740.9530511,0
"wra","Warapu","Skou","N-Coast-New-Guinea",,,0,0.333333343267441,6,300,270.0408076,0
"wrr","Wardaman","Australian","N-Australia",,,0,0.730092585086823,18,50,20994.41018,0
"wrs","Waris","Border","Interior-New-Guinea",1.54879438877106,10.1468954086304,0,0.25,1,4000,977.0139787,0
"wsa","Warembori","Lower-Mamberamo","N-Coast-New-Guinea",,,0.032258063554764,0.416666656732559,3,600,1402.250239,0
"wsk","Waskia","Trans-New-Guinea","N-Coast-New-Guinea",1.48077321052551,8.4224100112915,0,0.516666650772095,10,20000,197.432715,0
"wti","Berta","Nilo-Saharan","Greater-Abyssinia",,,0.009033670648932,1,7,147000,11124.99569,0
"wuv","Wuvulu-Aua","Austronesian",,1.46554601192474,8.39408874511719,0,,,1000,19.65927738,0
"wwa","Waama","Niger-Congo","African-Savannah",1.50678730010986,8.0428409576416,0,,,50000,3815.822586,0
"wyb","Wangaaybuwan-Ngiyambaa","Australian","S-Australia",,,0,0.527910053730011,27,12,28350.13035,0
"xac","Kachari","Sino-Tibetan","Indic",,,0,1,5,59000,1606.405597,0
"xal","Kalmyk-Oirat","Altaic","Inner-Asia",1.90068674087524,10.7429962158203,,0.833333313465118,7.5,499000,531229.4104,1
"xav","Xavánte","Jean","NE-South-America",1.1429728269577,7.37792444229126,0,0.28571429848671,7,10000,46984.36991,0
"xaw","Kawaiisu","Uto-Aztecan","California",,,0,0.857142865657806,7,5,263.5845975,0
"xbi","Kombio","Torricelli","N-Coast-New-Guinea",1.43176507949829,8.13660049438477,0,0.125,8,2970,148.7368055,0
"xbr","Kambera","Austronesian","Oceania",1.50496399402618,9.15207386016846,0,0.383333325386047,9,235000,7481.776852,0
"xed","Hdi","Afro-Asiatic","African-Savannah",1.42105615139008,8.00854969024658,0,0.888888895511627,3,29000,161.9748504,0
"xer","Xerénte","Jean","NE-South-America",,,0,1,1,1810,3844.787531,0
"xho","Xhosa","Niger-Congo","S-Africa",1.74935984611511,11.7923974990845,0.573834180831909,0.600000023841858,10,7808000,136847.1662,1
"xla","Kamula","Trans-New-Guinea",,1.19532942771912,9.06298446655273,0,,,800,6453.064394,0
"xmm","Manado Malay","Creole","Oceania",,,0.638297855854034,0,2,850000,11.7660726,1
"xom","Komo","Nilo-Saharan",,,,0,0.5,6,11500,3800.513272,0
"xon","Konkomba","Niger-Congo","African-Savannah",1.42057299613953,7.72098731994629,0,,,550100,9443.411113,0
"xpe","Liberia Kpelle","Niger-Congo",,,,0,0.416666656732559,3,487000,18952.37487,0
"xra","Krahô","Jean","NE-South-America",,,0,0.632656931877136,12.5,2000,7582.781539,0
"xrb","Eastern Karaboro","Niger-Congo",,1.52753865718842,7.28719425201416,0,,,35000,1908.554715,0
"xsi","Sio","Austronesian","N-Coast-New-Guinea",1.2383918762207,7.87003231048584,0,0.333333343267441,9,3500,105.5270627,0
"xsl","South Slavey","Eyak-Athabaskan","E-North-America",,,0,0.513571441173554,25,2890,1620.111691,0
"xsm","Kasem","Niger-Congo","African-Savannah",1.44416785240173,7.51064920425415,0,,,250000,5800.601277,0
"xsq","Makhuwa-Saka","Niger-Congo",,,,0,1,4,212000,7055.032891,0
"xsr","Sherpa","Sino-Tibetan","Indic",,,0.047480843961239,1,3,81500,2112.00384,0
"xsu","Sanumá","Yanomaman","NE-South-America",1.18994104862213,7.38733530044556,0,0.231601729989052,22,6410,16612.56524,0
"xtc","Katcha-Kadugli-Miri","Nilo-Saharan","African-Savannah",,,0,0.550000011920929,5.5,75000,1132.674372,0
"xtd","Diuxi-Tilantongo Mixtec","Otomanguean",,1.39390921592712,8.77675533294678,0,,,4220,120.1297466,0
"xtm","Magdalena Peñasco Mixtec","Otomanguean",,1.19638729095459,6.97708702087402,0,,,7350,224.4932896,0
"xub","Betta Kurumba","Dravidian","Indic",,,0,0.800000011920929,5,32000,260.8919363,0
"xuo","Kuo","Niger-Congo","African-Savannah",1.34645259380341,7.9043173789978,0,,,14780,1345.336707,0
"xuu","Kxoe","Khoisan","S-Africa",,,0,0.666666686534882,3,6590,39510.61857,0
"xwg","Kwegu","Nilo-Saharan","Greater-Abyssinia",,,0.009881805628538,0.5,8,450,92.62379759,0
"yaa","Yaminahua","Panoan","NE-South-America",1.41440308094025,9.58788681030273,0,1,4,1390,24064.13602,0
"yad","Yagua","Yaguan","NE-South-America",1.45170629024506,10.5211944580078,0,0.562629401683807,23,5690,19048.37188,0
"yae","Pumé","Unclassified","NE-South-America",,,0,1,1,5840,34261.33167,0
"yag","Yámana","Language-isolate","SE-South-America",,,0,0.666666686534882,3,1,,0
"yah","Yazgulyam","Indo-European","Indic",,,0,0.400000005960465,1,4000,480.6141113,0
"yal","Yalunka","Niger-Congo","African-Savannah",1.4388815164566,7.85489845275879,0,,,104500,10619.78848,0
"yam","Yamba","Niger-Congo","African-Savannah",1.71357941627502,7.99302482604981,0,,,40800,778.4818707,0
"yao","Yao","Niger-Congo","S-Africa",,,0,1,3,1916000,97332.27566,0
"yap","Yapese","Austronesian","Oceania",,,,0.243055552244186,12,6590,97.89749301,1
"yaq","Yaqui","Uto-Aztecan","Mesoamerica",1.42678022384644,9.29519081115723,0,0.578662991523743,26,14620,11998.08284,0
"ybi","Yamphu","Sino-Tibetan",,,,0,1,1,1720,643.2618564,0
"yby","Yaweyuha","Trans-New-Guinea",,1.42147409915924,10.2669076919556,0,,,2000,57.0261004,0
"ycn","Yucuna","Maipurean","NE-South-America",1.30761003494263,9.40455341339111,0,1,2,1800,1368.289248,0
"yee","Yimas","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0,0.708333313465118,20,300,97.09123824,0
"yey","Yeyi","Niger-Congo","S-Africa",,,0,1,1,24000,80939.61307,0
"ygr","Yagaria","Trans-New-Guinea","Interior-New-Guinea",,,0,0.864583313465118,10.5,21100,510.7566045,0
"yia","Yinggarda","Australian","S-Australia",,,0,0.796296298503876,9,5,32461.15818,0
